ledger_id,merchant_id,entry_sequence,timestamp,lifecycle_stage,event_type,payment_id,settlement_id,account_debited,account_credited,amount_inr,currency,balance_pending_settlement,balance_available_for_payout,balance_in_transit,balance_settled_cumulative,description
rled_0046534,acc_edte_00096,57,2026-05-31T05:21:28Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260531_edte_0048525,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,4299.27,INR,6165.35,129218.62,21181.32,577509.54,Cutoff batch setl_20260531_edte_0048525 cleared funds to available merchant balance
rled_0046535,acc_b2b__00157,48,2026-06-22T00:39:10Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260622_b2b__0018883,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,18111.97,INR,6481.71,39822.33,68286.78,517126.24,Bank credit verified via RBI UTR confirmation
rled_0046536,acc_b2b__00807,55,2026-03-30T21:20:24Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260330_b2b__0029822,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,37089.84,INR,0.0,188695.69,1319.18,440391.58,Cutoff batch setl_20260330_b2b__0029822 cleared funds to available merchant balance
rled_0046537,acc_gami_00816,43,2026-04-17T07:49:34Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260417_gami_0033525,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,40103.07,INR,1026.94,57612.1,61025.57,178119.27,Nodal transfer dispatched via NEFT/RTGS to Yes Bank
rled_0046538,acc_kira_00735,43,2026-03-13T18:33:15Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00040309,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1298.87,INR,5204.73,48781.99,28065.06,478432.67,Gross customer payment captured via UPI/RuPay for pay_00040309
rled_0046539,acc_d2c__00530,43,2026-07-23T19:05:48Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260723_d2c__0011806,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,26231.79,INR,12896.82,47848.14,31390.76,270693.78,Bank credit verified via RBI UTR confirmation
rled_0046540,acc_d2c__00365,36,2026-04-18T14:39:35Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00029998,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,182.33,INR,3563.22,5974.37,0.0,629871.62,Gross customer payment captured via UPI/RuPay for pay_00029998
rled_0046541,acc_d2c__00678,43,2026-07-10T13:37:39Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260710_d2c__0032058,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,23292.3,INR,334.82,51053.96,59868.04,179723.09,Bank credit verified via RBI UTR confirmation
rled_0046542,acc_quic_00272,45,2026-07-01T23:37:59Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00017003,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,164.53,INR,5342.52,19583.9,103679.74,224612.87,MDR processing fee and 18% GST assessed on pay_00017003
rled_0046543,acc_quic_00184,51,2026-07-09T15:37:09Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00015076,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,1518.78,INR,-1446.65,0.0,40479.42,234650.11,Customer return / partial refund clawback applied on pay_00015076
rled_0046544,acc_d2c__00916,40,2026-07-03T03:58:26Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260703_d2c__0009965,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,42357.93,INR,3508.13,126914.29,0.0,640798.56,Bank credit verified via RBI UTR confirmation
rled_0046545,acc_quic_00247,53,2026-05-16T19:13:53Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00001099,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1289.19,INR,3731.97,60428.64,26983.08,594754.09,Gross customer payment captured via UPI/RuPay for pay_00001099
rled_0046546,acc_d2c__00163,43,2026-04-07T01:05:50Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260407_d2c__0011461,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,41401.16,INR,12727.72,6654.87,99915.58,240657.86,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046547,acc_kira_00945,57,2026-07-02T06:09:14Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00015133,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,111.31,INR,0.0,42789.82,23619.9,402122.67,MDR processing fee and 18% GST assessed on pay_00015133
rled_0046548,acc_quic_00878,42,2026-07-06T13:53:03Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00022344,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4263.72,INR,11455.53,33461.23,2220.73,325220.02,Gross customer payment captured via UPI/RuPay for pay_00022344
rled_0046549,acc_quic_00184,52,2026-03-28T22:01:15Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260328_quic_0014108,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,27201.12,INR,-1446.65,0.0,13278.3,261851.23,Bank credit verified via RBI UTR confirmation
rled_0046550,acc_d2c__00492,52,2026-06-27T10:34:07Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260627_d2c__0003190,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,25192.86,INR,4576.77,0.0,159363.57,442563.18,Nodal transfer dispatched via NEFT/RTGS to HDFC Bank
rled_0046551,acc_quic_00287,44,2026-06-10T04:28:13Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00009853,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4023.86,INR,17377.21,8672.13,42421.77,238474.7,Gross customer payment captured via UPI/RuPay for pay_00009853
rled_0046552,acc_edte_00241,53,2026-04-29T05:34:00Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260429_edte_0026621,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,6011.55,INR,953.11,49976.72,167280.99,293282.45,Nodal transfer dispatched via NEFT/RTGS to Punjab National Bank
rled_0046553,acc_quic_00205,51,2026-04-10T01:49:13Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00035947,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4447.48,INR,5738.81,60096.86,107117.66,516933.81,Gross customer payment captured via UPI/RuPay for pay_00035947
rled_0046554,acc_d2c__00934,40,2026-03-14T19:35:24Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260314_d2c__0008704,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,40875.2,INR,3452.31,37752.96,101809.18,508716.05,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046555,acc_quic_00600,43,2026-08-02T14:53:17Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00045712,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,90.49,INR,321.17,218879.95,0.0,554507.66,MDR processing fee and 18% GST assessed on pay_00045712
rled_0046556,acc_b2b__00352,53,2026-03-20T20:47:06Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260320_b2b__0000500,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,7245.67,INR,0.0,37889.95,78322.77,463350.75,Cutoff batch setl_20260320_b2b__0000500 cleared funds to available merchant balance
rled_0046557,acc_d2c__00958,38,2026-07-17T03:52:51Z,PAYOUT,FAILED_NODAL_TRANSFER_BOUNCE,,setl_20260717_d2c__0005936,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_AVAILABLE_FOR_PAYOUT,11926.58,INR,4664.05,57831.42,46273.93,543353.22,Nodal transfer bounced by beneficiary bank (Penny-drop IFSC mismatch)
rled_0046558,acc_d2c__00562,47,2026-03-17T07:37:11Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00031896,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2339.85,INR,6968.18,80074.43,150370.96,419487.04,Gross customer payment captured via UPI/RuPay for pay_00031896
rled_0046559,acc_d2c__00591,54,2026-05-23T01:54:39Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260523_d2c__0025876,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,42895.69,INR,12250.48,46962.53,116302.47,501492.27,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046560,acc_d2c__00506,46,2026-07-07T10:26:03Z,RECOVERY,NEGATIVE_BALANCE_NACH_RECOVERY,,,MERCHANT_NACH_AUTO_DEBIT,MERCHANT_AVAILABLE_FOR_PAYOUT,5473.9,INR,0.0,204414.76,0.0,201179.46,e-NACH auto-debit recovery executed to clear negative merchant deficit
rled_0046561,acc_quic_00917,53,2026-07-27T20:13:35Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260727_quic_0003181,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,19784.16,INR,0.0,183808.58,57624.27,250717.18,Cutoff batch setl_20260727_quic_0003181 cleared funds to available merchant balance
rled_0046562,acc_b2b__00694,47,2026-06-26T17:36:59Z,PAYOUT,FAILED_NODAL_TRANSFER_BOUNCE,,setl_20260626_b2b__0016239,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_AVAILABLE_FOR_PAYOUT,23260.1,INR,7244.27,48915.71,45179.09,239454.76,Nodal transfer bounced by beneficiary bank (Penny-drop IFSC mismatch)
rled_0046563,acc_quic_00100,49,2026-06-27T12:38:07Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260627_quic_0042015,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,23512.28,INR,0.0,23512.28,227885.65,490345.34,Cutoff batch setl_20260627_quic_0042015 cleared funds to available merchant balance
rled_0046564,acc_d2c__00174,47,2026-05-04T21:00:53Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00048630,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,172.78,INR,2673.7,124216.62,11472.29,368123.4,MDR processing fee and 18% GST assessed on pay_00048630
rled_0046565,acc_d2c__00422,49,2026-08-12T03:48:32Z,SETTLEMENT_BATCH,HOLIDAY_ROLLOVER_SETTLEMENT_HOLD,,,MERCHANT_PENDING_SETTLEMENT,MERCHANT_HOLIDAY_RESERVE,16594.87,INR,21308.02,22247.1,60637.8,553997.19,Settlement held over 2nd/4th Saturday & Sunday RBI clearing rollover
rled_0046566,acc_d2c__00976,44,2026-07-29T01:52:57Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260729_d2c__0001736,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,12742.64,INR,3686.52,69546.48,12742.64,547470.87,Nodal transfer dispatched via NEFT/RTGS to ICICI Bank
rled_0046567,acc_b2b__00401,43,2026-05-21T08:47:54Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00015587,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1658.69,INR,1658.69,89246.24,15160.22,435206.46,Gross customer payment captured via UPI/RuPay for pay_00015587
rled_0046568,acc_b2b__00209,48,2026-03-27T10:42:57Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260327_b2b__0044483,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,37123.63,INR,17723.64,48097.05,0.0,385025.52,Bank credit verified via RBI UTR confirmation
rled_0046569,acc_d2c__00499,37,2026-07-13T20:12:30Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00016342,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2628.69,INR,11522.86,78968.73,12170.85,261731.88,Gross customer payment captured via UPI/RuPay for pay_00016342
rled_0046570,acc_edte_00626,44,2026-07-04T19:58:01Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260704_edte_0006791,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,42829.21,INR,4173.83,49680.43,0.0,339969.31,Bank credit verified via RBI UTR confirmation
rled_0046571,acc_kira_00611,48,2026-03-06T14:56:13Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00013923,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,4415.73,INR,4415.73,85950.67,115488.26,442191.09,Gross customer payment captured via UPI/RuPay for pay_00013923
rled_0046572,acc_gami_00953,53,2026-05-30T09:33:36Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00047212,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,121.71,INR,0.0,48359.44,160489.65,585370.21,MDR processing fee and 18% GST assessed on pay_00047212
rled_0046573,acc_d2c__00863,48,2026-04-17T22:40:53Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00043259,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,156.44,INR,156.44,188106.31,0.0,260904.97,Gross customer payment captured via UPI/RuPay for pay_00043259
rled_0046574,acc_d2c__00942,40,2026-06-25T19:48:09Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00036111,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3004.86,INR,7218.59,140631.36,100882.63,228450.21,Gross customer payment captured via UPI/RuPay for pay_00036111
rled_0046575,acc_d2c__00415,56,2026-07-06T23:33:26Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260706_d2c__0045010,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,29152.38,INR,13088.54,7226.26,69454.82,256353.35,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046576,acc_d2c__00829,45,2026-06-17T18:10:47Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260617_d2c__0031448,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,4806.87,INR,0.0,212980.53,16863.37,145791.38,Nodal transfer dispatched via NEFT/RTGS to State Bank of India
rled_0046577,acc_kira_00720,48,2026-04-25T12:40:04Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00000723,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,138.05,INR,3736.86,0.0,171406.06,480910.99,MDR processing fee and 18% GST assessed on pay_00000723
rled_0046578,acc_edte_00684,40,2026-04-17T21:20:11Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00045502,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,75.81,INR,2231.69,202577.28,57353.93,266260.83,MDR processing fee and 18% GST assessed on pay_00045502
rled_0046579,acc_kira_00053,48,2026-06-20T05:34:46Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00023442,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,61.98,INR,2160.26,101772.57,23342.14,624879.77,MDR processing fee and 18% GST assessed on pay_00023442
rled_0046580,acc_d2c__00806,59,2026-05-11T11:36:15Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00042629,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1746.77,INR,1746.77,38869.38,171736.26,540693.49,Gross customer payment captured via UPI/RuPay for pay_00042629
rled_0046581,acc_d2c__00219,38,2026-06-08T05:09:32Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00020784,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,34.94,INR,4205.09,67460.97,51471.39,313555.31,MDR processing fee and 18% GST assessed on pay_00020784
rled_0046582,acc_d2c__00980,41,2026-08-02T08:13:18Z,PAYOUT,FAILED_NODAL_TRANSFER_BOUNCE,,setl_20260802_d2c__0012608,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_AVAILABLE_FOR_PAYOUT,5653.29,INR,2636.76,110263.82,81359.4,193592.72,Nodal transfer bounced by beneficiary bank (Penny-drop IFSC mismatch)
rled_0046583,acc_b2b__00796,48,2026-04-01T02:53:05Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260401_b2b__0007986,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,11941.3,INR,5220.77,181577.05,22099.7,234961.02,Nodal transfer dispatched via NEFT/RTGS to HDFC Bank
rled_0046584,acc_d2c__00940,45,2026-08-04T03:27:11Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00049160,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2687.38,INR,18735.08,71941.78,21567.94,227311.69,Gross customer payment captured via UPI/RuPay for pay_00049160
rled_0046585,acc_b2b__00512,46,2026-03-01T14:36:57Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00029701,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1678.36,INR,3037.54,102342.46,38491.25,413921.36,Gross customer payment captured via UPI/RuPay for pay_00029701
rled_0046586,acc_d2c__00056,37,2026-06-01T10:16:45Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260601_d2c__0002433,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,25128.16,INR,1669.23,40890.86,52946.05,542849.17,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046587,acc_d2c__00365,37,2026-06-08T04:23:23Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00012486,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,103.2,INR,3460.02,5974.37,0.0,629871.62,MDR processing fee and 18% GST assessed on pay_00012486
rled_0046588,acc_edte_00126,50,2026-08-07T19:59:37Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260807_edte_0030241,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,36028.29,INR,0.0,190392.94,0.0,540469.14,Cutoff batch setl_20260807_edte_0030241 cleared funds to available merchant balance
rled_0046589,acc_quic_00062,56,2026-03-21T08:25:45Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00039816,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3347.01,INR,11320.22,49779.66,25847.23,421296.85,Gross customer payment captured via UPI/RuPay for pay_00039816
rled_0046590,acc_quic_00891,45,2026-03-11T01:57:01Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260311_quic_0011605,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,14487.81,INR,0.0,58909.69,146521.88,456675.29,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046591,acc_kira_00196,46,2026-07-05T20:31:45Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00033143,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,94.62,INR,7565.35,106948.54,107025.87,252334.93,MDR processing fee and 18% GST assessed on pay_00033143
rled_0046592,acc_d2c__00216,51,2026-08-17T08:33:01Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00036087,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3792.81,INR,3792.81,100548.64,48067.46,540080.06,Gross customer payment captured via UPI/RuPay for pay_00036087
rled_0046593,acc_quic_00855,43,2026-04-18T09:30:57Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260418_quic_0032185,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,33145.1,INR,0.0,87551.68,0.0,274291.87,Cutoff batch setl_20260418_quic_0032185 cleared funds to available merchant balance
rled_0046594,acc_d2c__00540,44,2026-06-03T14:48:10Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00003801,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1007.66,INR,1007.66,14229.4,30949.97,275333.27,Gross customer payment captured via UPI/RuPay for pay_00003801
rled_0046595,acc_d2c__00236,39,2026-05-23T07:58:41Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00036753,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,131.26,INR,0.0,39967.27,65145.78,375490.42,MDR processing fee and 18% GST assessed on pay_00036753
rled_0046596,acc_edte_00874,47,2026-07-29T20:55:38Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260729_edte_0037167,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,26319.98,INR,0.0,203131.98,0.0,635367.74,Cutoff batch setl_20260729_edte_0037167 cleared funds to available merchant balance
rled_0046597,acc_quic_00167,39,2026-05-06T00:39:36Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00007331,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,2180.32,INR,9557.45,117259.86,65211.17,131496.71,Gross customer payment captured via UPI/RuPay for pay_00007331
rled_0046598,acc_quic_00587,48,2026-04-18T14:57:36Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00002089,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,37.36,INR,2259.02,120984.7,0.0,252588.55,MDR processing fee and 18% GST assessed on pay_00002089
rled_0046599,acc_d2c__00967,46,2026-06-15T01:31:19Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260615_d2c__0036147,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,38279.3,INR,8643.95,10383.81,38279.3,600243.69,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046600,acc_gami_00251,54,2026-07-25T10:08:06Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00028805,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1265.08,INR,5817.74,9659.95,67526.62,619335.99,Gross customer payment captured via UPI/RuPay for pay_00028805
rled_0046601,acc_quic_00348,50,2026-06-09T21:23:23Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00049129,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,100.98,INR,6699.91,188860.39,23631.44,245873.34,MDR processing fee and 18% GST assessed on pay_00049129
rled_0046602,acc_quic_00266,51,2026-05-05T07:33:56Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0267,INR,9635.8,115168.73,30555.25,399238.47,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0046603,acc_d2c__00666,45,2026-06-03T11:22:15Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00003905,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,550.49,INR,1257.72,75947.13,70857.84,385405.39,Customer return / partial refund clawback applied on pay_00003905
rled_0046604,acc_quic_00198,45,2026-05-24T13:42:20Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00001454,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,3066.82,INR,3238.4,46473.76,131967.16,95208.33,Gross customer payment captured via UPI/RuPay for pay_00001454
rled_0046605,acc_quic_00922,43,2026-03-23T21:45:07Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260323_quic_0032575,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,38789.23,INR,0.0,111678.1,67509.26,433992.63,Nodal transfer dispatched via NEFT/RTGS to Axis Bank
rled_0046606,acc_b2b__00016,47,2026-05-31T19:52:53Z,CAPTURE,MDR_FEE_AND_GST_DEDUCTED,pay_00015316,,MERCHANT_PENDING_SETTLEMENT,RAZORPAY_REVENUE_AND_GST_TAX,99.13,INR,13340.19,274910.87,27405.25,457762.22,MDR processing fee and 18% GST assessed on pay_00015316
rled_0046607,acc_gami_00036,59,2026-05-09T22:19:52Z,BANK_CREDIT,BANK_CREDIT_CONFIRMED_UTR,,setl_20260509_gami_0032810,NODAL_PAYOUT_IN_TRANSIT,MERCHANT_BENEFICIARY_BANK,34176.98,INR,1615.21,232493.19,0.0,400047.82,Bank credit verified via RBI UTR confirmation
rled_0046608,acc_kira_00879,44,2026-04-19T02:38:44Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260419_kira_0034254,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,37948.84,INR,6475.85,65660.15,37948.84,362272.51,Nodal transfer dispatched via NEFT/RTGS to Kotak Mahindra Bank
rled_0046609,acc_b2b__00783,39,2026-04-07T18:15:57Z,RECONCILIATION,SUB_PAISA_BREAKAGE_ROUNDING,,,RAZORPAY_ROUNDING_SUSPENSE,MERCHANT_PENDING_SETTLEMENT,0.0762,INR,5018.02,154320.89,14714.66,328967.1,Sub-paisa GST & MDR rounding breakage balance adjustment
rled_0046610,acc_d2c__00562,48,2026-05-01T04:27:10Z,CAPTURE,PAYMENT_CAPTURED_GROSS,pay_00032972,,NODAL_CLEARING_RECEIVABLE,MERCHANT_PENDING_SETTLEMENT,1413.01,INR,8381.19,80074.43,150370.96,419487.04,Gross customer payment captured via UPI/RuPay for pay_00032972
rled_0046611,acc_d2c__00526,55,2026-03-23T22:07:57Z,SETTLEMENT_BATCH,SETTLEMENT_CUTOFF_CLEARED,,setl_20260323_d2c__0003982,MERCHANT_PENDING_SETTLEMENT,MERCHANT_AVAILABLE_FOR_PAYOUT,23256.26,INR,0.0,119011.87,15346.48,599880.43,Cutoff batch setl_20260323_d2c__0003982 cleared funds to available merchant balance
rled_0046612,acc_d2c__00195,47,2026-05-10T22:27:26Z,PAYOUT,NODAL_PAYOUT_DISPATCHED,,setl_20260510_d2c__0037954,MERCHANT_AVAILABLE_FOR_PAYOUT,NODAL_PAYOUT_IN_TRANSIT,31884.76,INR,0.0,96801.26,100171.73,311134.05,Nodal transfer dispatched via NEFT/RTGS to Yes Bank
rled_0046613,acc_edte_00702,57,2026-05-05T04:17:34Z,CAPTURE,CUSTOMER_REFUND_CLAWBACK,pay_00010062,,MERCHANT_PENDING_SETTLEMENT,NODAL_CLEARING_RECEIVABLE,653.83,INR,-179.65,166442.99,41640.31,374276.54,Customer return / partial refund clawback applied on pay_00010062
