payment_id,merchant_id,order_id,entity,amount_inr,currency,status,method,method_subtype,upi_rrn_or_arn,vpa,bank_code,wallet_provider,sub_paisa_mdr_fee,base_fee_inr,gst_tax_18pct_inr,net_amount_inr,error_code,error_description,created_at,captured_at,settlement_id,settlement_status
pay_0004826197,acc_d2c__00444,order_d2c_186437,payment,2784.01,INR,captured,netbanking,netbanking_hdfc,NB_REF_45292543,,HDFC,,52.8962,52.9,9.52,2721.59,,,2026-06-21T16:04:44Z,2026-06-21T16:05:15Z,setl_20260814_b2b__0016990,settled
pay_0004826283,acc_b2b__00180,order_b2b_985690,payment,53742.59,INR,captured,upi,upi_intent,26134857388,user695@ybl,,,806.1388,806.14,145.11,52791.34,,,2026-05-14T19:00:43Z,2026-05-14T19:01:02Z,setl_20260517_kira_0011526,settled
pay_0004826380,acc_edte_00986,order_edt_283464,payment,2805.3,INR,captured,card,rupay_debit,24445066857332690763949,,SBIN,,61.7166,61.72,11.11,2732.47,,,2026-05-25T17:27:07Z,2026-05-25T17:27:33Z,setl_20260731_gami_0034052,settled
pay_0004826432,acc_gami_00436,order_gam_597656,payment,1875.75,INR,captured,upi,upi_intent,26080289541,user632@okhdfcbank,,,56.2725,56.27,10.13,1809.35,,,2026-03-21T11:20:18Z,2026-03-21T11:20:54Z,setl_20260826_gami_0002922,settled
pay_0004826595,acc_d2c__00350,order_d2c_296237,payment,2778.94,INR,failed,emi,cardless_emi_simpl,EMI_AGR_37758551,,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,OTP_EXPIRED_OR_INCORRECT_2FA,2026-03-12T23:54:51Z,,,unbatchable_failed
pay_0004826642,acc_d2c__00554,order_d2c_915837,payment,608.15,INR,captured,upi,upi_intent,26106311538,user991@upi,,,11.5549,11.55,2.08,594.52,,,2026-04-16T10:56:34Z,2026-04-16T10:56:53Z,setl_20260706_d2c__0007391,settled
pay_0004826769,acc_edte_00081,order_edt_611419,payment,3922.19,INR,captured,card,visa_credit,24445063193153810456621,,SBIN,,86.2882,86.29,15.53,3820.37,,,2026-04-23T00:59:34Z,2026-04-23T00:59:59Z,setl_20260624_d2c__0039449,settled
pay_0004826899,acc_d2c__00870,order_d2c_935021,payment,604.49,INR,captured,card,rupay_debit,24445066395802911826583,,UTIB,,11.4853,11.49,2.07,590.93,,,2026-05-30T18:17:05Z,2026-05-30T18:17:33Z,setl_20260509_quic_0003403,settled
pay_0004826990,acc_d2c__00916,order_d2c_539131,payment,2384.21,INR,captured,upi,upi_intent,26199439094,user469@okaxis,,,45.3,45.3,8.15,2330.76,,,2026-07-18T02:14:59Z,2026-07-18T02:15:05Z,setl_20260420_quic_0003371,settled
pay_0004827080,acc_quic_00447,order_qui_644388,payment,321.4,INR,captured,card,rupay_debit,24445061292538344116678,,HDFC,,3.8568,3.86,0.69,316.85,,,2026-07-01T07:22:28Z,2026-07-01T07:23:02Z,setl_20260713_quic_0019909,settled
pay_0004827165,acc_kira_00317,order_kir_290395,payment,3089.22,INR,captured,upi,upi_intent,26191653717,user888@okicici,,,24.7138,24.71,4.45,3060.06,,,2026-07-10T12:09:04Z,2026-07-10T12:09:27Z,setl_20260626_gami_0017858,settled
pay_0004827271,acc_gami_00671,order_gam_939753,payment,1995.05,INR,captured,emi,cardless_emi_simpl,EMI_AGR_29140178,,,,59.8515,59.85,10.77,1924.43,,,2026-05-03T16:53:07Z,2026-05-03T16:53:32Z,setl_20260430_quic_0032244,settled
pay_0004827385,acc_b2b__00983,order_b2b_596582,payment,59519.19,INR,captured,card,visa_credit,24445068900809840436097,,UTIB,,892.7879,892.79,160.7,58465.7,,,2026-05-28T21:07:19Z,2026-05-28T21:07:35Z,setl_20260416_b2b__0032574,settled
pay_0004827459,acc_kira_00114,order_kir_620069,payment,2068.07,INR,captured,card,rupay_debit,24445068086902258973449,,YESB,,16.5446,16.54,2.98,2048.55,,,2026-05-10T18:59:08Z,2026-05-10T18:59:11Z,setl_20260326_quic_0041476,settled
pay_0004827544,acc_edte_00434,order_edt_155199,payment,20231.27,INR,captured,upi,upi_intent,26164658030,user123@ibl,,,445.0879,445.09,80.12,19706.06,,,2026-06-13T16:53:14Z,2026-06-13T16:53:22Z,setl_20260504_quic_0037641,settled
pay_0004827640,acc_quic_00575,order_qui_813552,payment,764.25,INR,captured,upi,upi_intent,26081645110,user679@okhdfcbank,,,9.171,9.17,1.65,753.43,,,2026-03-22T02:24:52Z,2026-03-22T02:25:25Z,setl_20260609_edte_0040082,settled
pay_0004827792,acc_d2c__00014,order_d2c_786588,payment,2325.09,INR,captured,upi,upi_intent,26062425404,user620@ibl,,,44.1767,44.18,7.95,2272.96,,,2026-03-03T14:02:06Z,2026-03-03T14:02:22Z,setl_20260702_quic_0031489,settled
pay_0004827873,acc_edte_00774,order_edt_710330,payment,5072.96,INR,captured,upi,upi_intent,26076346617,user577@paytm,,,111.6051,111.61,20.09,4941.26,,,2026-03-17T05:38:11Z,2026-03-17T05:38:51Z,setl_20260531_d2c__0036864,settled
pay_0004827976,acc_d2c__00365,order_d2c_828011,payment,2223.23,INR,captured,upi,upi_intent,26107731609,user819@okicici,,,42.2414,42.24,7.6,2173.39,,,2026-04-17T02:25:58Z,2026-04-17T02:26:32Z,setl_20260815_gami_0020216,settled
pay_0004828087,acc_d2c__00903,order_d2c_313861,payment,767.08,INR,captured,upi,upi_collect,26134634575,user768@okicici,,,14.5745,14.57,2.62,749.89,,,2026-05-14T17:38:16Z,2026-05-14T17:38:23Z,setl_20260509_quic_0038822,settled
pay_0004828166,acc_quic_00331,order_qui_386499,payment,589.73,INR,captured,upi,upi_intent,26095178226,user380@okhdfcbank,,,7.0768,7.08,1.27,581.38,,,2026-04-05T05:07:28Z,2026-04-05T05:08:03Z,setl_20260316_quic_0015694,settled
pay_0004828249,acc_edte_00081,order_edt_899696,payment,2376.45,INR,failed,upi,upi_collect,26074492241,user500@okaxis,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,ZM: INVALID_UPI_PIN_ENTERED,2026-03-15T17:32:57Z,,,unbatchable_failed
pay_0004828341,acc_d2c__00412,order_d2c_875691,payment,3110.52,INR,captured,upi,upi_collect,26214247815,user118@okicici,,,59.0999,59.1,10.64,3040.78,,,2026-08-02T20:38:41Z,2026-08-02T20:39:00Z,setl_20260612_edte_0019122,settled
pay_0004828470,acc_d2c__00267,order_d2c_749427,payment,1709.11,INR,captured,upi,upi_collect,26238627283,user578@okicici,,,32.4731,32.47,5.84,1670.8,,,2026-08-26T04:43:44Z,2026-08-26T04:44:03Z,setl_20260531_d2c__0031346,settled
pay_0004828515,acc_quic_00659,order_qui_696676,payment,503.71,INR,captured,card,mastercard_credit,24445063824075539434497,,ICIC,,6.0445,6.04,1.09,496.58,,,2026-03-29T09:07:00Z,2026-03-29T09:07:11Z,setl_20260520_gami_0006543,settled
pay_0004828662,acc_d2c__00864,order_d2c_655175,payment,-3705.15,INR,refunded,upi,upi_intent,26131466684,user887@okicici,,,0.0,0.0,0.0,-3705.15,,,2026-05-11T03:09:35Z,2026-05-11T03:09:37Z,setl_20260805_gami_0032915,settled_refund
pay_0004828754,acc_d2c__00216,order_d2c_670300,payment,160.03,INR,captured,card,visa_credit,24445069509675122450695,,ICIC,,3.0406,3.04,0.55,156.44,,,2026-04-05T10:07:52Z,2026-04-05T10:07:56Z,setl_20260505_gami_0002348,settled
pay_0004828868,acc_quic_00272,order_qui_801316,payment,141.13,INR,captured,netbanking,netbanking_sbi,NB_REF_79920231,,SBI,,1.6936,1.69,0.3,139.14,,,2026-03-03T13:01:00Z,2026-03-03T13:01:05Z,setl_20260727_gami_0037734,settled
pay_0004828910,acc_edte_00176,order_edt_557871,payment,21101.98,INR,captured,upi,upi_collect,26165433910,user648@paytm,,,464.2436,464.24,83.56,20554.18,,,2026-06-14T07:08:22Z,2026-06-14T07:08:47Z,setl_20260619_edte_0008979,settled
pay_0004829031,acc_d2c__00980,order_d2c_366135,payment,2073.84,INR,captured,upi,upi_intent,26121946877,user865@okaxis,,,39.403,39.4,7.09,2027.35,,,2026-05-01T23:19:22Z,2026-05-01T23:19:53Z,setl_20260820_b2b__0028250,settled
pay_0004829170,acc_b2b__00432,order_b2b_486941,payment,14564.96,INR,captured,upi,upi_intent,26068456773,user293@okaxis,,,218.4744,218.47,39.32,14307.17,,,2026-03-09T12:40:46Z,2026-03-09T12:41:21Z,setl_20260308_kira_0003683,settled
pay_0004829226,acc_edte_00982,order_edt_988866,payment,15962.19,INR,captured,card,rupay_debit,24445063879999123716158,,HDFC,,351.1682,351.17,63.21,15547.81,,,2026-05-02T03:25:30Z,2026-05-02T03:25:35Z,setl_20260826_b2b__0025947,settled
pay_0004829338,acc_gami_00850,order_gam_487033,payment,986.6,INR,captured,upi,upi_collect,26086457482,user401@okaxis,,,29.598,29.6,5.33,951.67,,,2026-03-27T14:41:54Z,2026-03-27T14:42:05Z,setl_20260815_quic_0002907,settled
pay_0004829452,acc_d2c__00838,order_d2c_247049,payment,2788.04,INR,captured,card,visa_credit,24445061032702132689105,,SBIN,,52.9728,52.97,9.53,2725.54,,,2026-05-02T09:02:23Z,2026-05-02T09:02:38Z,setl_20260724_d2c__0039663,settled
pay_0004829543,acc_d2c__00177,order_d2c_203493,payment,1719.16,INR,captured,card,rupay_debit,24445069790730841791192,,HDFC,,32.664,32.66,5.88,1680.62,,,2026-08-15T18:05:28Z,2026-08-15T18:05:48Z,setl_20260627_gami_0042585,settled
pay_0004829692,acc_d2c__00350,order_d2c_607365,payment,-3185.87,INR,refunded,card,rupay_debit,24445061479599582080035,,HDFC,,0.0,0.0,0.0,-3185.87,,,2026-03-25T01:02:53Z,2026-03-25T01:02:55Z,setl_20260812_gami_0035635,settled_refund
pay_0004829728,acc_d2c__00613,order_d2c_484567,payment,3354.59,INR,captured,card,visa_credit,24445062439891845307087,,PUNB,,63.7372,63.74,11.47,3279.38,,,2026-05-30T23:34:56Z,2026-05-30T23:35:01Z,setl_20260427_d2c__0008569,settled
pay_0004829880,acc_quic_00820,order_qui_483033,payment,328.89,INR,captured,upi,upi_intent,26153221238,user772@paytm,,,3.9467,3.95,0.71,324.23,,,2026-06-02T11:56:07Z,2026-06-02T11:56:10Z,setl_20260323_d2c__0026713,settled
pay_0004829917,acc_d2c__00798,order_d2c_542072,payment,-596.51,INR,refunded,upi,upi_intent,26196195077,user663@upi,,,0.0,0.0,0.0,-596.51,,,2026-07-15T11:27:07Z,2026-07-15T11:27:09Z,setl_20260606_quic_0037591,settled_refund
pay_0004830034,acc_quic_00090,order_qui_658662,payment,570.79,INR,captured,upi,upi_intent,26062389986,user977@upi,,,6.8495,6.85,1.23,562.71,,,2026-03-03T11:33:23Z,2026-03-03T11:33:26Z,setl_20260323_d2c__0043175,settled
pay_0004830162,acc_d2c__00617,order_d2c_721812,payment,1108.64,INR,captured,upi,upi_collect,26198418230,user326@ibl,,,21.0642,21.06,3.79,1083.79,,,2026-07-17T06:52:19Z,2026-07-17T06:52:41Z,setl_20260611_edte_0034977,settled
pay_0004830282,acc_quic_00089,order_qui_165153,payment,599.96,INR,captured,upi,upi_intent,26202150754,user497@upi,,,7.1995,7.2,1.3,591.46,,,2026-07-21T04:03:53Z,2026-07-21T04:04:02Z,setl_20260418_d2c__0038708,settled
pay_0004830380,acc_quic_00372,order_qui_939555,payment,726.24,INR,captured,upi,upi_collect,26222919415,user600@ybl,,,8.7149,8.71,1.57,715.96,,,2026-08-10T03:38:19Z,2026-08-10T03:38:44Z,setl_20260610_d2c__0032892,settled
pay_0004830431,acc_edte_00842,order_edt_121876,payment,3911.93,INR,captured,card,visa_credit,24445064532446113490175,,HDFC,,86.0625,86.06,15.49,3810.38,,,2026-08-18T06:08:20Z,2026-08-18T06:08:30Z,setl_20260805_quic_0031970,settled
pay_0004830595,acc_quic_00697,order_qui_588748,payment,306.7,INR,captured,card,mastercard_credit,24445063767729582632706,,YESB,,3.6804,3.68,0.66,302.36,,,2026-05-01T14:12:09Z,2026-05-01T14:12:25Z,,pending_batch_post_cutoff
pay_0004830639,acc_quic_00438,order_qui_397121,payment,726.74,INR,captured,upi,upi_intent,26067255638,user531@okaxis,,,8.7209,8.72,1.57,716.45,,,2026-03-08T15:11:25Z,2026-03-08T15:11:35Z,,pending_batch_post_cutoff
pay_0004830721,acc_b2b__00477,order_b2b_397374,payment,-11985.48,INR,refunded,upi,upi_intent,26223579965,user202@ybl,,,0.0,0.0,0.0,-11985.48,,,2026-08-11T09:00:20Z,2026-08-11T09:00:22Z,setl_20260620_quic_0027075,settled_refund
pay_0004830834,acc_d2c__00918,order_d2c_853866,payment,466.19,INR,captured,netbanking,netbanking_hdfc,NB_REF_83184295,,HDFC,,8.8576,8.86,1.59,455.74,,,2026-07-17T07:44:28Z,2026-07-17T07:44:53Z,setl_20260322_d2c__0046422,settled
pay_0004830971,acc_b2b__00902,order_b2b_194981,payment,63352.61,INR,captured,upi,upi_intent,26199787511,user341@ibl,,,950.2891,950.29,171.05,62231.27,,,2026-07-18T00:05:30Z,2026-07-18T00:05:48Z,setl_20260411_d2c__0008144,settled
pay_0004831045,acc_d2c__00795,order_d2c_868412,payment,2184.89,INR,captured,card,visa_credit,24445067198353848047330,,YESB,,41.5129,41.51,7.47,2135.91,,,2026-08-18T08:01:53Z,2026-08-18T08:02:31Z,,pending_batch_post_cutoff
pay_0004831143,acc_edte_00547,order_edt_765914,payment,4364.68,INR,captured,upi,upi_collect,26192561154,user728@paytm,,,96.023,96.02,17.28,4251.38,,,2026-07-11T13:01:18Z,2026-07-11T13:01:50Z,setl_20260718_b2b__0042566,settled
pay_0004831295,acc_kira_00728,order_kir_138123,payment,1821.18,INR,captured,upi,upi_intent,26072429993,user676@ibl,,,14.5694,14.57,2.62,1803.99,,,2026-03-13T20:18:21Z,2026-03-13T20:18:33Z,,pending_batch_post_cutoff
pay_0004831356,acc_b2b__00971,order_b2b_769442,payment,43259.99,INR,captured,card,visa_credit,24445065427022401329236,,YESB,,648.8998,648.9,116.8,42494.29,,,2026-08-21T07:25:44Z,2026-08-21T07:25:51Z,setl_20260706_d2c__0043225,settled
pay_0004831437,acc_quic_00920,order_qui_509602,payment,206.71,INR,captured,wallet,wallet_phonepe,WAL_TXN_21089621,,,phonepe,2.4805,2.48,0.45,203.78,,,2026-08-08T16:01:07Z,2026-08-08T16:01:28Z,setl_20260512_d2c__0045868,settled
pay_0004831549,acc_d2c__00232,order_d2c_313616,payment,907.3,INR,captured,upi,upi_intent,26106903082,user669@ibl,,,17.2387,17.24,3.1,886.96,,,2026-04-16T07:41:55Z,2026-04-16T07:42:33Z,setl_20260409_d2c__0049718,settled
pay_0004831621,acc_quic_00465,order_qui_483841,payment,-193.67,INR,refunded,wallet,wallet_phonepe,WAL_TXN_60384271,,,phonepe,0.0,0.0,0.0,-193.67,,,2026-08-13T10:58:25Z,2026-08-13T10:58:27Z,setl_20260708_d2c__0019735,settled_refund
pay_0004831781,acc_d2c__00240,order_d2c_897161,payment,3044.85,INR,failed,upi,upi_intent,26119307354,user790@paytm,,,0.0,0.0,0.0,0.0,BAD_REQUEST_ERROR,U69: COLLECT_REQUEST_REJECTED_BY_USER,2026-04-29T18:33:40Z,,,unbatchable_failed
pay_0004831882,acc_edte_00781,order_edt_832927,payment,15311.96,INR,captured,upi,upi_intent,26110721439,user481@upi,,,336.8631,336.86,60.63,14914.47,,,2026-04-20T00:56:06Z,2026-04-20T00:56:42Z,setl_20260305_b2b__0002389,settled
pay_0004831915,acc_d2c__00678,order_d2c_155416,payment,2859.6,INR,captured,netbanking,netbanking_sbi,NB_REF_58223112,,SBI,,54.3324,54.33,9.78,2795.49,,,2026-05-24T11:24:01Z,2026-05-24T11:24:11Z,setl_20260517_edte_0000390,settled
pay_0004832078,acc_d2c__00302,order_d2c_657283,payment,1204.87,INR,captured,upi,upi_collect,26169241658,user138@ybl,,,22.8925,22.89,4.12,1177.86,,,2026-06-18T18:52:10Z,2026-06-18T18:52:30Z,setl_20260620_quic_0014794,settled
pay_0004832152,acc_d2c__00264,order_d2c_849598,payment,-1833.43,INR,refunded,upi,upi_intent,26122475326,user270@okhdfcbank,,,0.0,0.0,0.0,-1833.43,,,2026-05-02T13:33:09Z,2026-05-02T13:33:11Z,setl_20260724_d2c__0023402,settled_refund
pay_0004832211,acc_d2c__00031,order_d2c_797739,payment,1607.47,INR,captured,card,visa_credit,24445063165269206882384,,UTIB,,30.5419,30.54,5.5,1571.43,,,2026-08-12T17:44:37Z,2026-08-12T17:45:02Z,setl_20260718_d2c__0044626,settled
pay_0004832310,acc_d2c__00607,order_d2c_836486,payment,132.29,INR,captured,card,rupay_debit,24445065060800979743324,,YESB,,2.5135,2.51,0.45,129.33,,,2026-03-30T12:36:06Z,2026-03-30T12:36:14Z,setl_20260318_edte_0026075,settled
pay_0004832429,acc_d2c__00199,order_d2c_925184,payment,2430.96,INR,captured,netbanking,netbanking_hdfc,NB_REF_92400468,,HDFC,,46.1882,46.19,8.31,2376.46,,,2026-08-19T23:08:26Z,2026-08-19T23:09:03Z,setl_20260526_gami_0014244,settled
pay_0004832510,acc_d2c__00668,order_d2c_886184,payment,2220.82,INR,captured,upi,upi_intent,26178127165,user229@paytm,,,42.1956,42.2,7.6,2171.02,,,2026-06-27T19:35:28Z,2026-06-27T19:35:32Z,setl_20260418_gami_0008165,settled
pay_0004832639,acc_edte_00625,order_edt_338598,payment,10381.84,INR,captured,upi,upi_intent,26195498711,user863@okicici,,,228.4005,228.4,41.11,10112.33,,,2026-07-14T05:54:12Z,2026-07-14T05:54:26Z,setl_20260401_d2c__0018735,settled
pay_0004832754,acc_d2c__00488,order_d2c_113861,payment,352.38,INR,captured,upi,upi_intent,26180250462,user778@okhdfcbank,,,6.6952,6.7,1.21,344.47,,,2026-06-29T04:23:06Z,2026-06-29T04:23:12Z,setl_20260721_d2c__0011761,settled
pay_0004832813,acc_d2c__00628,order_d2c_713204,payment,754.87,INR,captured,card,rupay_debit,24445067831283872126509,,SBIN,,14.3425,14.34,2.58,737.95,,,2026-08-14T16:08:36Z,2026-08-14T16:09:09Z,setl_20260525_d2c__0044715,settled
pay_0004832976,acc_d2c__00071,order_d2c_414367,payment,947.89,INR,captured,card,visa_credit,24445069543276480738183,,UTIB,,18.0099,18.01,3.24,926.64,,,2026-06-21T20:39:36Z,2026-06-21T20:40:04Z,setl_20260518_d2c__0038238,settled
pay_0004833077,acc_edte_00087,order_edt_185867,payment,5905.74,INR,captured,upi,upi_intent,26175183827,user300@ibl,,,129.9263,129.93,23.39,5752.42,,,2026-06-24T07:10:25Z,2026-06-24T07:10:29Z,setl_20260520_edte_0030118,settled
pay_0004833110,acc_kira_00651,order_kir_433688,payment,800.15,INR,captured,upi,upi_collect,26167561829,user568@ibl,,,6.4012,6.4,1.15,792.6,,,2026-06-16T15:26:57Z,2026-06-16T15:27:14Z,setl_20260625_quic_0020656,settled
pay_0004833270,acc_kira_00496,order_kir_696874,payment,2184.68,INR,captured,wallet,wallet_paytm,WAL_TXN_44535248,,,paytm,17.4774,17.48,3.15,2164.05,,,2026-03-25T15:43:56Z,2026-03-25T15:44:09Z,setl_20260607_edte_0027776,settled
pay_0004833345,acc_gami_00828,order_gam_837015,payment,935.09,INR,captured,upi,upi_collect,26060579055,user199@upi,,,28.0527,28.05,5.05,901.99,,,2026-03-01T04:29:31Z,2026-03-01T04:30:05Z,setl_20260507_d2c__0026566,settled
pay_0004833449,acc_kira_00451,order_kir_887712,payment,1551.99,INR,captured,upi,upi_collect,26072213327,user696@ibl,,,12.4159,12.42,2.24,1537.33,,,2026-03-13T22:29:31Z,2026-03-13T22:29:59Z,setl_20260608_d2c__0042416,settled
pay_0004833558,acc_b2b__00015,order_b2b_949594,payment,55520.19,INR,captured,wallet,wallet_phonepe,WAL_TXN_11787742,,,phonepe,832.8029,832.8,149.9,54537.49,,,2026-03-17T09:09:16Z,2026-03-17T09:09:56Z,setl_20260826_kira_0007786,settled
pay_0004833698,acc_quic_00746,order_qui_707455,payment,368.85,INR,captured,card,rupay_debit,24445069812402635755620,,PUNB,,4.4262,4.43,0.8,363.62,,,2026-08-22T12:54:02Z,2026-08-22T12:54:09Z,setl_20260805_d2c__0034731,settled
pay_0004833726,acc_d2c__00616,order_d2c_431254,payment,-2068.69,INR,refunded,card,mastercard_credit,24445069312653756418557,,HDFC,,0.0,0.0,0.0,-2068.69,,,2026-08-24T22:03:20Z,2026-08-24T22:03:22Z,setl_20260802_edte_0004613,settled_refund
pay_0004833826,acc_edte_00202,order_edt_287564,payment,8745.52,INR,captured,card,mastercard_credit,24445062205607730534302,,HDFC,,192.4014,192.4,34.63,8518.49,,,2026-05-15T21:39:51Z,2026-05-15T21:40:22Z,setl_20260427_d2c__0020713,settled
pay_0004833946,acc_b2b__00183,order_b2b_544046,payment,37053.2,INR,captured,upi,upi_collect,26233481692,user674@ybl,,,555.798,555.8,100.04,36397.36,,,2026-08-21T04:14:45Z,2026-08-21T04:14:55Z,setl_20260704_d2c__0020682,settled
pay_0004834060,acc_d2c__00446,order_d2c_718541,payment,1018.68,INR,captured,card,rupay_debit,24445061949123717131561,,YESB,,19.3549,19.35,3.48,995.85,,,2026-06-05T09:46:27Z,2026-06-05T09:46:53Z,setl_20260707_edte_0001557,settled
pay_0004834195,acc_edte_00702,order_edt_484122,payment,12538.96,INR,captured,upi,upi_intent,26127716273,user358@upi,,,275.8571,275.86,49.65,12213.45,,,2026-05-07T22:44:17Z,2026-05-07T22:44:23Z,setl_20260608_edte_0002929,settled
pay_0004834291,acc_quic_00310,order_qui_490306,payment,-345.1,INR,refunded,upi,upi_intent,26200987972,user635@upi,,,0.0,0.0,0.0,-345.1,,,2026-07-19T00:54:36Z,2026-07-19T00:54:38Z,setl_20260406_d2c__0025901,settled_refund
pay_0004834325,acc_kira_00985,order_kir_940022,payment,983.37,INR,captured,card,rupay_debit,24445064863338496042036,,UTIB,,7.867,7.87,1.42,974.08,,,2026-07-10T00:48:24Z,2026-07-10T00:48:44Z,setl_20260309_d2c__0003069,settled
pay_0004834496,acc_gami_00032,order_gam_116017,payment,1279.01,INR,captured,netbanking,netbanking_hdfc,NB_REF_35882893,,HDFC,,38.3703,38.37,6.91,1233.73,,,2026-07-26T02:40:12Z,2026-07-26T02:40:20Z,setl_20260303_kira_0009303,settled
pay_0004834564,acc_gami_00318,order_gam_755549,payment,698.52,INR,captured,card,rupay_debit,24445062134709311813294,,SBIN,,20.9556,20.96,3.77,673.79,,,2026-03-02T02:40:26Z,2026-03-02T02:40:33Z,setl_20260415_quic_0002142,settled
pay_0004834694,acc_quic_00028,order_qui_163397,payment,587.84,INR,captured,card,rupay_debit,24445066149920512781885,,HDFC,,7.0541,7.05,1.27,579.52,,,2026-06-26T22:33:09Z,2026-06-26T22:33:47Z,setl_20260519_quic_0016271,settled
pay_0004834754,acc_edte_00774,order_edt_680377,payment,3858.61,INR,captured,upi,upi_collect,26182338855,user786@ybl,,,84.8894,84.89,15.28,3758.44,,,2026-07-01T05:17:30Z,2026-07-01T05:18:07Z,setl_20260309_kira_0018412,settled
pay_0004834898,acc_d2c__00319,order_d2c_644975,payment,744.26,INR,captured,upi,upi_collect,26079677271,user663@paytm,,,14.1409,14.14,2.55,727.57,,,2026-03-20T18:00:57Z,2026-03-20T18:01:17Z,setl_20260731_edte_0018648,settled
pay_0004834979,acc_d2c__00384,order_d2c_208601,payment,2654.42,INR,captured,card,rupay_debit,24445067109818236574973,,HDFC,,50.434,50.43,9.08,2594.91,,,2026-05-11T17:30:27Z,2026-05-11T17:30:50Z,setl_20260625_d2c__0029186,settled
pay_0004835082,acc_quic_00769,order_qui_233366,payment,555.15,INR,captured,wallet,wallet_paytm,WAL_TXN_97768722,,,paytm,6.6618,6.66,1.2,547.29,,,2026-05-26T05:30:34Z,2026-05-26T05:31:01Z,setl_20260801_quic_0025175,settled
pay_0004835128,acc_kira_00049,order_kir_954471,payment,1140.46,INR,captured,upi,upi_intent,26141845941,user324@ibl,,,9.1237,9.12,1.64,1129.7,,,2026-05-21T10:34:43Z,2026-05-21T10:34:54Z,setl_20260331_kira_0041109,settled
pay_0004835216,acc_kira_00409,order_kir_521656,payment,2752.31,INR,captured,upi,upi_collect,26237251429,user112@paytm,,,22.0185,22.02,3.96,2726.33,,,2026-08-25T14:28:10Z,2026-08-25T14:28:36Z,setl_20260820_edte_0028344,settled
pay_0004835336,acc_kira_00147,order_kir_194812,payment,3319.39,INR,captured,upi,upi_collect,26090891112,user807@okhdfcbank,,,26.5551,26.56,4.78,3288.05,,,2026-03-31T16:38:00Z,2026-03-31T16:38:33Z,setl_20260307_d2c__0049699,settled
pay_0004835430,acc_b2b__00401,order_b2b_516259,payment,35856.9,INR,captured,wallet,wallet_paytm,WAL_TXN_10921546,,,paytm,537.8535,537.85,96.81,35222.24,,,2026-05-12T09:05:36Z,2026-05-12T09:06:01Z,setl_20260724_kira_0009931,settled
pay_0004835569,acc_kira_00496,order_kir_694730,payment,140.75,INR,captured,card,visa_credit,24445062035018090043187,,HDFC,,1.126,1.13,0.2,139.42,,,2026-07-20T20:03:19Z,2026-07-20T20:03:52Z,setl_20260822_edte_0009512,settled
pay_0004835664,acc_edte_00766,order_edt_802659,payment,3260.03,INR,captured,upi,upi_intent,26209710498,user341@okicici,,,71.7207,71.72,12.91,3175.4,,,2026-07-28T21:13:55Z,2026-07-28T21:14:16Z,setl_20260827_d2c__0023592,settled
pay_0004835711,acc_d2c__00958,order_d2c_453067,payment,2404.46,INR,captured,upi,upi_collect,26094902284,user556@paytm,,,45.6847,45.68,8.22,2350.56,,,2026-04-04T13:24:04Z,2026-04-04T13:24:37Z,setl_20260813_d2c__0021425,settled
pay_0004835829,acc_d2c__00419,order_d2c_779457,payment,1865.38,INR,captured,upi,upi_intent,26141890541,user157@ibl,,,35.4422,35.44,6.38,1823.56,,,2026-05-21T15:16:04Z,2026-05-21T15:16:37Z,setl_20260528_d2c__0000444,settled
pay_0004835939,acc_d2c__00616,order_d2c_846181,payment,1293.19,INR,captured,card,visa_credit,24445068881791346181102,,ICIC,,24.5706,24.57,4.42,1264.2,,,2026-05-21T23:33:44Z,2026-05-21T23:34:16Z,setl_20260701_d2c__0046591,settled
pay_0004836040,acc_d2c__00085,order_d2c_606316,payment,206.93,INR,captured,upi,upi_intent,26187404906,user142@ibl,,,3.9317,3.93,0.71,202.29,,,2026-07-06T02:24:26Z,2026-07-06T02:24:39Z,setl_20260321_d2c__0010743,settled
pay_0004836168,acc_d2c__00518,order_d2c_728739,payment,2523.84,INR,captured,upi,upi_intent,26077164140,user919@okaxis,,,47.953,47.95,8.63,2467.26,,,2026-03-18T08:33:14Z,2026-03-18T08:33:29Z,setl_20260317_kira_0015548,settled
pay_0004836232,acc_d2c__00103,order_d2c_470847,payment,3535.88,INR,captured,card,visa_credit,24445068146280632503693,,ICIC,,67.1817,67.18,12.09,3456.61,,,2026-04-24T07:48:50Z,2026-04-24T07:49:12Z,setl_20260527_quic_0032826,settled
pay_0004836355,acc_kira_00225,order_kir_222965,payment,1213.01,INR,captured,card,rupay_debit,24445064172582052010115,,ICIC,,9.7041,9.7,1.75,1201.56,,,2026-05-21T23:32:13Z,2026-05-21T23:32:37Z,setl_20260529_b2b__0031164,settled
pay_0004836469,acc_d2c__00773,order_d2c_815734,payment,2532.53,INR,captured,upi,upi_collect,26184226184,user527@okhdfcbank,,,48.1181,48.12,8.66,2475.75,,,2026-07-03T10:40:14Z,2026-07-03T10:40:51Z,setl_20260702_b2b__0033774,settled
